feature,training_available_fraction,training_unique_values,selected,reason,fold
proton_thermal_rolling_mean_5m,0.9969493213796539,16013,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_median_5m,0.9969493213796539,9898,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_variance_5m,0.9969493213796539,16013,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_mean_15m,0.998194496326734,16033,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_median_15m,0.998194496326734,8142,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_variance_15m,0.998194496326734,16033,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_mean_60m,0.9937741252645996,15962,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_median_60m,0.9937741252645996,8212,True,SELECTED,SEP2024_QUIET_INTERVAL
proton_thermal_rolling_variance_60m,0.9937741252645996,15962,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_mean_5m,0.6914456481135599,10816,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_median_5m,0.6914456481135599,7706,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_variance_5m,0.6914456481135599,10816,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_mean_15m,0.8085543518864401,12157,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_median_15m,0.8085543518864401,7575,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_variance_15m,0.8085543518864401,12157,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_mean_60m,0.8520732162868883,12563,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_median_60m,0.8520732162868883,6806,True,SELECTED,SEP2024_QUIET_INTERVAL
alpha_proton_ratio_rolling_variance_60m,0.8520732162868883,12563,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_mean_5m,0.9986925663055659,16041,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_median_5m,0.9986925663055659,10241,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_variance_5m,0.9986925663055659,16041,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_mean_15m,0.9978209438426099,16027,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_median_15m,0.9978209438426099,9027,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_variance_15m,0.9978209438426099,16027,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_mean_60m,0.9937741252645996,15962,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_median_60m,0.9937741252645996,9233,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_gse_rolling_variance_60m,0.9937741252645996,15962,True,SELECTED,SEP2024_QUIET_INTERVAL
density_compression_ratio,0.998194496326734,16032,True,SELECTED,SEP2024_QUIET_INTERVAL
bmag_compression_ratio,0.9978209438426099,16027,True,SELECTED,SEP2024_QUIET_INTERVAL
speed_compression_ratio,0.998194496326734,15874,True,SELECTED,SEP2024_QUIET_INTERVAL
dynamic_pressure_proxy,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
dynamic_pressure_compression_ratio,0.998194496326734,16033,True,SELECTED,SEP2024_QUIET_INTERVAL
joint_compression_index,0.9975719088531939,13937,True,SELECTED,SEP2024_QUIET_INTERVAL
js_opdi,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
hellinger_opdi,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
wasserstein_opdi,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
d_js_opdi_dt,0.9996264475158759,16056,True,SELECTED,SEP2024_QUIET_INTERVAL
d_hellinger_opdi_dt,0.9996264475158759,16056,True,SELECTED,SEP2024_QUIET_INTERVAL
d_wasserstein_opdi_dt,0.9996264475158759,16056,True,SELECTED,SEP2024_QUIET_INTERVAL
d_opdi_dt,0.9996264475158759,16056,True,SELECTED,SEP2024_QUIET_INTERVAL
opdi_rolling_mean,0.9984435313161499,16037,True,SELECTED,SEP2024_QUIET_INTERVAL
opdi_rolling_median,0.9984435313161499,7616,True,SELECTED,SEP2024_QUIET_INTERVAL
opdi_rolling_variance,0.9984435313161499,16037,True,SELECTED,SEP2024_QUIET_INTERVAL
opdi_anomaly,0.9953305939484498,15987,True,SELECTED,SEP2024_QUIET_INTERVAL
opdi_persistence,1.0,30,True,SELECTED,SEP2024_QUIET_INTERVAL
th1_th2_cosine_similarity,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
th1_th2_spectral_angle_rad,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
crossplane_centroid_delta_ev,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
crossplane_width_delta_ev,1.0,16062,True,SELECTED,SEP2024_QUIET_INTERVAL
crossplane_log_peak_energy_ratio,1.0,80,True,SELECTED,SEP2024_QUIET_INTERVAL
