model,fold,feature,importance,normalized_importance,signed_coefficient
Random Forest,AUG2024_DEMO_INTERVAL,proton_bulk_speed_rolling_median_15m,0.05445080422666106,0.05445080422666105,
Random Forest,AUG2024_DEMO_INTERVAL,proton_bulk_speed_rolling_variance_15m,0.001575947434811913,0.0015759474348119127,
Random Forest,AUG2024_DEMO_INTERVAL,proton_bulk_speed_rolling_mean_60m,0.10746607017550508,0.10746607017550505,
Random Forest,AUG2024_DEMO_INTERVAL,proton_bulk_speed_rolling_median_60m,0.07467768693974797,0.07467768693974795,
Random Forest,AUG2024_DEMO_INTERVAL,proton_bulk_speed_rolling_variance_60m,0.002056326625626901,0.0020563266256269004,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_mean_5m,0.0032627732361088613,0.0032627732361088604,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_median_5m,0.0041210186105473225,0.004121018610547322,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_variance_5m,0.0006460338674859298,0.0006460338674859297,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_mean_15m,0.009663485329622796,0.009663485329622794,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_median_15m,0.011140562014007711,0.01114056201400771,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_variance_15m,0.0010450942209917242,0.001045094220991724,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_mean_60m,0.025000470143119718,0.02500047014311971,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_median_60m,0.026476441489866786,0.02647644148986678,
Random Forest,AUG2024_DEMO_INTERVAL,proton_thermal_rolling_variance_60m,0.0037976741396418645,0.0037976741396418636,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_mean_5m,0.0007061674969206545,0.0007061674969206544,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_median_5m,0.0010672946253456649,0.0010672946253456647,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_variance_5m,0.00039222432539412743,0.0003922243253941273,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_mean_15m,0.0009411968971740517,0.0009411968971740515,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_median_15m,0.0012705078700505368,0.0012705078700505365,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_variance_15m,0.0008627085563346956,0.0008627085563346953,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_mean_60m,0.0013717496752523553,0.0013717496752523551,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_median_60m,0.004140224914295357,0.004140224914295356,
Random Forest,AUG2024_DEMO_INTERVAL,alpha_proton_ratio_rolling_variance_60m,0.0027272011852235334,0.002727201185223533,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_mean_5m,0.02362672757339876,0.023626727573398752,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_median_5m,0.015621050059210217,0.015621050059210214,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_variance_5m,0.0007622059240675238,0.0007622059240675236,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_mean_15m,0.02436446823558537,0.024364468235585364,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_median_15m,0.01771009057920585,0.017710090579205848,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_variance_15m,0.003242775147143987,0.003242775147143986,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_mean_60m,0.03555309159605093,0.035553091596050926,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_median_60m,0.024273905894056653,0.024273905894056647,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_gse_rolling_variance_60m,0.018076045426761625,0.01807604542676162,
Random Forest,AUG2024_DEMO_INTERVAL,density_compression_ratio,0.00011182417764903461,0.00011182417764903458,
Random Forest,AUG2024_DEMO_INTERVAL,bmag_compression_ratio,0.00027533787069838786,0.0002753378706983878,
Random Forest,AUG2024_DEMO_INTERVAL,speed_compression_ratio,0.00021632428547958577,0.00021632428547958572,
Random Forest,AUG2024_DEMO_INTERVAL,dynamic_pressure_proxy,0.006232500047998277,0.006232500047998276,
Random Forest,AUG2024_DEMO_INTERVAL,dynamic_pressure_compression_ratio,0.00014081900563013517,0.00014081900563013515,
Random Forest,AUG2024_DEMO_INTERVAL,joint_compression_index,4.7374605196746576e-05,4.737460519674656e-05,
Random Forest,AUG2024_DEMO_INTERVAL,js_opdi,0.007276674215722855,0.007276674215722853,
Random Forest,AUG2024_DEMO_INTERVAL,hellinger_opdi,0.008651869581283844,0.008651869581283842,
Random Forest,AUG2024_DEMO_INTERVAL,wasserstein_opdi,0.0011621097157751325,0.0011621097157751322,
Random Forest,AUG2024_DEMO_INTERVAL,d_js_opdi_dt,0.000229949557664947,0.00022994955766494695,
Random Forest,AUG2024_DEMO_INTERVAL,d_hellinger_opdi_dt,3.2188784895355556e-05,3.218878489535555e-05,
Random Forest,AUG2024_DEMO_INTERVAL,d_wasserstein_opdi_dt,8.931677659793609e-05,8.931677659793607e-05,
Random Forest,AUG2024_DEMO_INTERVAL,d_opdi_dt,0.00018665462963866019,0.00018665462963866013,
Random Forest,AUG2024_DEMO_INTERVAL,opdi_rolling_mean,0.020417096443587853,0.02041709644358785,
Random Forest,AUG2024_DEMO_INTERVAL,opdi_rolling_median,0.021494065518989795,0.021494065518989792,
Random Forest,AUG2024_DEMO_INTERVAL,opdi_rolling_variance,0.013121539587204856,0.013121539587204852,
Random Forest,AUG2024_DEMO_INTERVAL,opdi_anomaly,8.202086869579765e-05,8.202086869579763e-05,
Random Forest,AUG2024_DEMO_INTERVAL,opdi_persistence,2.4724022750999463e-07,2.472402275099946e-07,
Random Forest,AUG2024_DEMO_INTERVAL,th1_th2_cosine_similarity,0.0014479814049349797,0.0014479814049349795,
Random Forest,AUG2024_DEMO_INTERVAL,th1_th2_spectral_angle_rad,0.0022108488236190667,0.0022108488236190662,
Random Forest,AUG2024_DEMO_INTERVAL,crossplane_centroid_delta_ev,0.007694223220355735,0.007694223220355734,
Random Forest,AUG2024_DEMO_INTERVAL,crossplane_width_delta_ev,0.0013295396219765692,0.001329539621976569,
Random Forest,AUG2024_DEMO_INTERVAL,crossplane_log_peak_energy_ratio,0.004480321084787484,0.004480321084787483,
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density,2.2793680246980923,0.027288620366062562,-2.2793680246980923
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed,1.0568170692578993,0.012652226181497596,1.0568170692578993
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal,1.4456864066899624,0.017307774388808872,1.4456864066899624
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio,0.5884930749456598,0.007045445902653649,0.5884930749456598
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,bmag_gse,2.686998307790248,0.032168774831897805,2.686998307790248
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,Bx_gse,3.4308617057280477,0.04107431603919038,-3.4308617057280477
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,By_gse,0.4422635857991685,0.005294784766582651,0.4422635857991685
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,Bz_gse,0.70103387063414,0.008392785610836279,-0.70103387063414
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,d_proton_bulk_speed_dt,0.009351932471064707,0.00011196144375401606,-0.009351932471064707
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,d_proton_density_dt,0.03406867785286222,0.0004078706054602919,-0.03406867785286222
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,d_bmag_gse_dt,0.013036181175494732,0.0001560693118735863,-0.013036181175494732
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_mean_5m,0.05717592113571872,0.0006845107894146316,-0.05717592113571872
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_median_5m,0.41261167291829676,0.004939791722473047,-0.41261167291829676
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_variance_5m,0.03477827001387548,0.00041636585102257427,0.03477827001387548
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_mean_15m,0.2357366022260236,0.002822241329538486,0.2357366022260236
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_median_15m,0.03635165862473372,0.0004352024776773173,0.03635165862473372
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_variance_15m,0.08066937156737684,0.000965774649823195,0.08066937156737684
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_mean_60m,1.4698697757974997,0.01759729796358805,1.4698697757974997
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_median_60m,1.1115952718191275,0.013308031456394625,-1.1115952718191275
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_density_rolling_variance_60m,0.15704058842993093,0.001880091741786663,-0.15704058842993093
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_mean_5m,0.12262855325575159,0.0014681104585026036,-0.12262855325575159
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_median_5m,0.3370251278262318,0.0040348687300252465,-0.3370251278262318
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_variance_5m,0.38674769704457623,0.004630147904042961,0.38674769704457623
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_mean_15m,0.9726338763955513,0.011644384022472873,0.9726338763955513
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_median_15m,0.6348135211681404,0.007599994820799199,0.6348135211681404
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_variance_15m,0.026124471045464323,0.000312762469640371,-0.026124471045464323
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_mean_60m,3.272172460554334,0.03917448655979068,3.272172460554334
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_median_60m,2.7397125366551336,0.032799870189820154,2.7397125366551336
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_bulk_speed_rolling_variance_60m,1.0521043165207014,0.012595805051196993,-1.0521043165207014
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_mean_5m,0.6828345114581686,0.008174902672198284,0.6828345114581686
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_median_5m,0.012427563283670217,0.00014878293143039643,-0.012427563283670217
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_variance_5m,1.5044230190401358,0.01801096979150158,1.5044230190401358
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_mean_15m,1.0195088013218285,0.012205571166076104,-1.0195088013218285
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_median_15m,0.1824566457959789,0.0021843730746600658,-0.1824566457959789
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_variance_15m,3.8855994068698023,0.04651844105899142,3.8855994068698023
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_mean_60m,0.5052379607273529,0.006048714711894106,0.5052379607273529
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_median_60m,0.4680483194959588,0.005603479896753624,0.4680483194959588
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,proton_thermal_rolling_variance_60m,9.682152809582655,0.11591484546770489,9.682152809582655
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_mean_5m,0.9954583609140699,0.01191763901522878,0.9954583609140699
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_median_5m,0.3621776700552647,0.004335995256629194,-0.3621776700552647
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_variance_5m,0.3486526499396623,0.004174073559308324,0.3486526499396623
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_mean_15m,0.5383393391086375,0.00644500479688813,0.5383393391086375
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_median_15m,0.8300596012292246,0.009937483150466582,-0.8300596012292246
Logistic Regression,MAR2025_CIR_HSS_INTERVAL,alpha_proton_ratio_rolling_variance_15m,1.3156590198128686,0.015751085008580273,1.3156590198128686
